start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
17.25,54,6,F#3,11.5,voice,Wie,single
18.0,54,6,F#3,12.0,voice,ei,begin
19.125,55,7,G3,12.75,voice,ne,end
19.5,54,6,F#3,13.0,voice,trü,begin
19.875,55,7,G3,13.25,voice,,single
20.25,54,6,F#3,13.5,voice,be,end
20.625,59,11,B3,13.75,voice,,single
21.0,61,1,C#4,14.0,voice,Wol,begin
22.5,59,11,B3,15.0,voice,ke,end
23.25,59,11,B3,15.5,voice,durch,single
24.0,59,11,B3,16.0,voice,hei,begin
24.375,54,6,F#3,16.25,voice,,single
24.75,54,6,F#3,16.5,voice,tre,end
25.5,54,6,F#3,17.0,voice,Lüf,begin
25.875,55,7,G3,17.25,voice,,single
26.25,52,4,E3,17.5,voice,te,end
26.625,49,1,C#3,17.75,voice,,single
27.0,54,6,F#3,18.0,voice,"geht,",single
29.25,54,6,F#3,19.5,voice,wenn,single
30.0,54,6,F#3,20.0,voice,in,single
31.125,55,7,G3,20.75,voice,der,single
31.5,54,6,F#3,21.0,voice,Tan,begin
31.875,55,7,G3,21.25,voice,,single
32.25,54,6,F#3,21.5,voice,ne,end
32.625,59,11,B3,21.75,voice,,single
33.0,61,1,C#4,22.0,voice,Wip,begin
34.5,59,11,B3,23.0,voice,fel,end
35.25,59,11,B3,23.5,voice,ein,single
36.0,59,11,B3,24.0,voice,mat,begin
36.375,54,6,F#3,24.25,voice,,single
36.75,54,6,F#3,24.5,voice,tes,end
37.5,54,6,F#3,25.0,voice,Lüft,begin
37.875,55,7,G3,25.25,voice,,single
38.25,52,4,E3,25.5,voice,chen,end
38.625,49,1,C#3,25.75,voice,,single
39.0,54,6,F#3,26.0,voice,weht:,single
41.25,54,6,F#3,27.5,voice,so,single
42.0,54,6,F#3,28.0,voice,zieh,single
43.125,55,7,G3,28.75,voice,ich,single
43.5,54,6,F#3,29.0,voice,mei,begin
43.875,58,10,A#3,29.25,voice,,single
44.25,61,1,C#4,29.5,voice,ne,end
44.625,64,4,E4,29.75,voice,,single
45.0,62,2,D4,30.0,voice,Stra,begin
46.125,61,1,C#4,30.75,voice,,single
46.5,59,11,B3,31.0,voice,ße,end
47.25,58,10,A#3,31.5,voice,da,begin
47.625,59,11,B3,31.75,voice,,single
48.0,55,7,G3,32.0,voice,hin,end
48.75,54,6,F#3,32.5,voice,mit,single
49.125,55,7,G3,32.75,voice,,single
49.5,52,4,E3,33.0,voice,trä,begin
50.25,53,5,E#3,33.5,voice,gem,end
51.0,54,6,F#3,34.0,voice,"Fuß,",single
53.25,54,6,F#3,35.5,voice,durch,single
53.625,55,7,G3,35.75,voice,,single
54.0,54,6,F#3,36.0,voice,hel,begin
