start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
12.0,50,2,D3,12.0,voice,Ich,single
12.5,50,2,D3,12.5,voice,träum,begin
13.25,52,4,E3,13.25,voice,te,end
13.5,50,2,D3,13.5,voice,von,single
14.0,59,11,B3,14.0,voice,bun,begin
15.0,59,11,B3,15.0,voice,ten,end
15.5,57,9,A3,15.5,voice,,single
15.5,55,7,G3,15.5,voice,Blu,begin
16.5,55,7,G3,16.5,voice,"men,",end
18.0,55,7,G3,18.0,voice,so,single
18.5,57,9,A3,18.5,voice,wie,single
19.25,59,11,B3,19.25,voice,sie,single
19.5,57,9,A3,19.5,voice,wohl,single
20.0,62,2,D4,20.0,voice,blü,begin
20.75,64,4,E4,20.75,voice,hen,end
21.0,62,2,D4,21.0,voice,im,single
21.5,59,11,B3,21.5,voice,"Mai,",single
24.0,55,7,G3,24.0,voice,ich,single
24.5,55,7,G3,24.5,voice,träum,begin
25.25,54,6,F#3,25.25,voice,te,end
25.5,52,4,E3,25.5,voice,von,single
26.0,52,4,E3,26.0,voice,grü,begin
26.5,55,7,G3,26.5,voice,,single
27.0,60,0,C4,27.0,voice,nen,end
27.5,59,11,B3,27.5,voice,Wie,begin
28.5,62,2,D4,28.5,voice,,single
29.0,55,7,G3,29.0,voice,"sen,",end
30.0,54,6,F#3,30.0,voice,von,single
30.5,52,4,E3,30.5,voice,lu,begin
31.25,51,3,D#3,31.25,voice,sti,middle
31.5,52,4,E3,31.5,voice,gem,end
32.0,54,6,F#3,32.0,voice,Vo,begin
32.75,52,4,E3,32.75,voice,gel,middle
33.0,54,6,F#3,33.0,voice,ge,middle
33.5,55,7,G3,33.5,voice,schrei,end
34.0,59,11,B3,34.0,voice,,single
34.5,62,2,D4,34.5,voice,,single
35.5,60,0,C4,35.5,voice,von,single
35.75,59,11,B3,35.75,voice,,single
36.0,57,9,A3,36.0,voice,,single
36.25,55,7,G3,36.25,voice,,single
36.5,54,6,F#3,36.5,voice,lu,begin
37.25,52,4,E3,37.25,voice,sti,middle
37.5,52,4,E3,37.5,voice,gem,end
38.0,60,0,C4,38.0,voice,Vo,begin
38.75,54,6,F#3,38.75,voice,gel,middle
39.0,54,6,F#3,39.0,voice,ge,middle
39.5,55,7,G3,39.5,voice,schrei.,end
42.0,57,9,A3,42.0,voice,Und,single
42.5,57,9,A3,42.5,voice,als,single
43.5,57,9,A3,43.5,voice,die,single
44.0,57,9,A3,44.0,voice,Häh,begin
45.0,58,10,B-3,45.0,voice,ne,end
45.5,57,9,A3,45.5,voice,kräh,begin
46.0,50,2,D3,46.0,voice,"ten,",end
48.0,57,9,A3,48.0,voice,da,single
48.5,57,9,A3,48.5,voice,ward,single
49.5,57,9,A3,49.5,voice,mein,single
50.0,59,11,B3,50.0,voice,Au,begin
50.75,57,9,A3,50.75,voice,,single
51.0,59,11,B3,51.0,voice,ge,end
51.5,60,0,C4,51.5,voice,wach;,single
54.0,60,0,C4,54.0,voice,da,single
54.5,60,0,C4,54.5,voice,war,single
55.5,60,0,C4,55.5,voice,es,single
56.0,60,0,C4,56.0,voice,kalt,single
57.0,61,1,D-4,57.0,voice,und,single
57.5,60,0,C4,57.5,voice,fin,begin
58.5,53,5,F3,58.5,voice,"ster,",end
60.0,60,0,C4,60.0,voice,es,single
60.5,62,2,D4,60.5,voice,schrie,begin
61.25,62,2,D4,61.25,voice,en,end
61.5,62,2,D4,61.5,voice,die,single
62.0,63,3,E-4,62.0,voice,Ra,begin
62.75,62,2,D4,62.75,voice,ben,end
63.0,62,2,D4,63.0,voice,vom,single
63.5,55,7,G3,63.5,voice,"Dach,",single
66.0,55,7,G3,66.0,voice,da,single
66.5,56,8,A-3,66.5,voice,war,single
67.5,56,8,A-3,67.5,voice,es,single
68.0,60,0,C4,68.0,voice,kalt,single
69.0,56,8,A-3,69.0,voice,und,single
69.5,56,8,A-3,69.5,voice,,single
69.5,55,7,G3,69.5,voice,fin,begin
70.5,55,7,G3,70.5,voice,"ster,",end
72.0,62,2,D4,72.0,voice,es,single
72.5,62,2,D4,72.5,voice,schrie,begin
73.0,50,2,D3,73.0,voice,en,end
73.5,50,2,D3,73.5,voice,die,single
74.0,63,3,E-4,74.0,voice,Ra,begin
74.75,62,2,D4,74.75,voice,ben,end
75.0,62,2,D4,75.0,voice,vom,single
75.5,55,7,G3,75.5,voice,Dach.,single
82.0,55,7,G3,82.0,voice,Doch,single
82.5,60,0,C4,82.5,voice,an,single
83.0,60,0,C4,83.0,voice,den,single
83.5,59,11,B3,83.5,voice,Fen,begin
84.0,59,11,B3,84.0,voice,ster,middle
84.5,62,2,D4,84.5,voice,schei,middle
85.5,60,0,C4,85.5,voice,"ben,",end
86.0,59,11,B3,86.0,voice,wer,single
86.5,59,11,B3,86.5,voice,,single
86.5,57,9,A3,86.5,voice,mal,begin
87.0,57,9,A3,87.0,voice,te,end
87.25,57,9,A3,87.25,voice,die,single
87.5,59,11,B3,87.5,voice,Blät,begin
87.75,62,2,D4,87.75,voice,,single
88.0,62,2,D4,88.0,voice,ter,end
88.25,60,0,C4,88.25,voice,,single
88.5,59,11,B3,88.5,voice,da?,single
90.0,59,11,B3,90.0,voice,doch,single
90.5,59,11,B3,90.5,voice,an,single
90.75,57,9,A3,90.75,voice,,single
91.0,57,9,A3,91.0,voice,den,single
91.5,57,9,A3,91.5,voice,Fen,begin
92.0,59,11,B3,92.0,voice,ster,middle
92.5,55,7,G3,92.5,voice,schei,middle
93.5,50,2,D3,93.5,voice,"ben,",end
94.0,59,11,B3,94.0,voice,wer,single
94.5,59,11,B3,94.5,voice,,single
94.5,57,9,A3,94.5,voice,mal,begin
95.0,57,9,A3,95.0,voice,te,end
95.25,57,9,A3,95.25,voice,die,single
95.5,60,0,C4,95.5,voice,Blät,begin
96.0,59,11,B3,96.0,voice,ter,end
96.5,55,7,G3,96.5,voice,da?,single
98.0,55,7,G3,98.0,voice,Ihr,single
98.5,55,7,G3,98.5,voice,lacht,single
98.75,51,3,E-3,98.75,voice,,single
99.0,51,3,E-3,99.0,voice,wohl,single
99.5,51,3,E-3,99.5,voice,ü,begin
100.0,51,3,E-3,100.0,voice,ber,end
100.25,55,7,G3,100.25,voice,den,single
100.5,50,2,D3,100.5,voice,Träu,begin
101.0,50,2,D3,101.0,voice,"mer,",end
102.0,50,2,D3,102.0,voice,der,single
102.5,53,5,F3,102.5,voice,Blu,begin
103.0,51,3,E-3,103.0,voice,men,end
103.25,55,7,G3,103.25,voice,im,single
103.5,60,0,C4,103.5,voice,Win,begin
104.0,63,3,E-4,104.0,voice,ter,end
104.5,62,2,D4,104.5,voice,"sah,",single
106.0,58,10,B-3,106.0,voice,der,single
106.5,57,9,A3,106.5,voice,Blu,begin
107.0,57,9,A3,107.0,voice,men,end
107.25,57,9,A3,107.25,voice,im,single
107.5,60,0,C4,107.5,voice,Win,begin
108.0,58,10,B-3,108.0,voice,ter,end
108.5,55,7,G3,108.5,voice,sah?,single
127.0,50,2,D3,127.0,voice,Ich,single
127.5,50,2,D3,127.5,voice,träum,begin
128.25,52,4,E3,128.25,voice,te,end
128.5,50,2,D3,128.5,voice,von,single
129.0,59,11,B3,129.0,voice,Lieb,single
130.0,59,11,B3,130.0,voice,um,single
130.5,57,9,A3,130.5,voice,,single
130.5,55,7,G3,130.5,voice,Lie,begin
131.5,55,7,G3,131.5,voice,"be,",end
133.0,55,7,G3,133.0,voice,von,single
133.5,57,9,A3,133.5,voice,ei,begin
134.25,59,11,B3,134.25,voice,,single
134.5,57,9,A3,134.5,voice,ner,end
135.0,62,2,D4,135.0,voice,schö,begin
135.75,64,4,E4,135.75,voice,,single
136.0,62,2,D4,136.0,voice,nen,end
136.5,59,11,B3,136.5,voice,"Maid,",single
139.0,55,7,G3,139.0,voice,von,single
139.5,55,7,G3,139.5,voice,Her,begin
140.25,54,6,F#3,140.25,voice,,single
140.5,52,4,E3,140.5,voice,zen,end
141.0,52,4,E3,141.0,voice,und,single
141.5,55,7,G3,141.5,voice,,single
142.0,60,0,C4,142.0,voice,von,single
142.5,59,11,B3,142.5,voice,Küs,begin
143.5,62,2,D4,143.5,voice,,single
144.0,55,7,G3,144.0,voice,"sen,",end
145.0,54,6,F#3,145.0,voice,von,single
145.5,52,4,E3,145.5,voice,Won,begin
146.25,51,3,D#3,146.25,voice,ne,end
146.5,52,4,E3,146.5,voice,und,single
147.0,54,6,F#3,147.0,voice,Se,begin
147.75,52,4,E3,147.75,voice,,single
148.0,54,6,F#3,148.0,voice,lig,middle
148.5,55,7,G3,148.5,voice,"keit,",end
149.0,59,11,B3,149.0,voice,,single
149.5,62,2,D4,149.5,voice,,single
150.5,60,0,C4,150.5,voice,von,single
150.75,59,11,B3,150.75,voice,,single
151.0,57,9,A3,151.0,voice,,single
151.25,55,7,G3,151.25,voice,,single
151.5,54,6,F#3,151.5,voice,Won,begin
152.25,52,4,E3,152.25,voice,ne,end
152.5,52,4,E3,152.5,voice,und,single
153.0,60,0,C4,153.0,voice,Se,begin
153.75,54,6,F#3,153.75,voice,,single
154.0,54,6,F#3,154.0,voice,lig,middle
154.5,55,7,G3,154.5,voice,keit.,end
157.0,57,9,A3,157.0,voice,Und,single
157.5,57,9,A3,157.5,voice,als,single
158.5,57,9,A3,158.5,voice,die,single
159.0,57,9,A3,159.0,voice,Häh,begin
160.0,58,10,B-3,160.0,voice,ne,end
160.5,57,9,A3,160.5,voice,kräh,begin
161.0,50,2,D3,161.0,voice,"ten,",end
163.0,57,9,A3,163.0,voice,da,single
163.5,57,9,A3,163.5,voice,ward,single
164.5,57,9,A3,164.5,voice,mein,single
165.0,59,11,B3,165.0,voice,Her,begin
165.75,57,9,A3,165.75,voice,,single
166.0,59,11,B3,166.0,voice,ze,end
