start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
17.25,54,6,F#3,11.5,voice,Nun,single
18.0,54,6,F#3,12.0,voice,merk,single
19.125,55,7,G3,12.75,voice,ich,single
19.5,54,6,F#3,13.0,voice,"erst,",single
20.25,54,6,F#3,13.5,voice,wie,single
21.0,57,9,A3,14.0,voice,müd,single
22.125,55,7,G3,14.75,voice,ich,single
22.5,55,7,G3,15.0,voice,"bin,",single
23.25,55,7,G3,15.5,voice,da,single
24.0,58,10,A#3,16.0,voice,ich,single
25.125,58,10,A#3,16.75,voice,zur,single
25.5,61,1,C#4,17.0,voice,Ruh,single
26.25,59,11,B3,17.5,voice,mich,single
26.625,58,10,A#3,17.75,voice,,single
27.0,59,11,B3,18.0,voice,le,begin
28.5,47,11,B2,19.0,voice,ge;,end
32.25,59,11,B3,21.5,voice,das,single
33.0,59,11,B3,22.0,voice,Wan,begin
34.125,47,11,B2,22.75,voice,dern,end
34.5,47,11,B2,23.0,voice,hielt,single
35.25,49,1,C#3,23.5,voice,mich,single
36.0,50,2,D3,24.0,voice,mun,begin
37.125,52,4,E3,24.75,voice,ter,end
37.5,54,6,F#3,25.0,voice,hin,single
38.25,55,7,G3,25.5,voice,auf,single
39.0,57,9,A3,26.0,voice,un,begin
39.75,59,11,B3,26.5,voice,wirt,middle
40.5,57,9,A3,27.0,voice,ba,middle
41.25,59,11,B3,27.5,voice,rem,end
41.625,61,1,C#4,27.75,voice,,single
42.0,62,2,D4,28.0,voice,We,begin
43.5,50,2,D3,29.0,voice,ge.,end
47.25,54,6,F#3,31.5,voice,Die,single
48.0,54,6,F#3,32.0,voice,Fü,begin
49.125,54,6,F#3,32.75,voice,ße,end
49.5,54,6,F#3,33.0,voice,fru,begin
49.875,54,6,F#3,33.25,voice,gen,end
50.25,59,11,B3,33.5,voice,nicht,single
50.625,51,3,D#3,33.75,voice,nach,single
51.0,52,4,E3,34.0,voice,"Rast,",single
53.25,52,4,E3,35.5,voice,es,single
54.0,57,9,A3,36.0,voice,war,single
55.125,57,9,A3,36.75,voice,zu,single
55.5,58,10,B-3,37.0,voice,kalt,single
56.625,49,1,C#3,37.75,voice,zum,single
57.0,52,4,E3,38.0,voice,,single
57.0,50,2,D3,38.0,voice,,single
57.75,50,2,D3,38.5,voice,hen;,end
59.25,50,2,D3,39.5,voice,der,single
60.0,49,1,C#3,40.0,voice,Rü,begin
60.375,61,1,C#4,40.25,voice,,single
60.75,61,1,C#4,40.5,voice,cken,end
61.125,59,11,B3,40.75,voice,,single
61.5,58,10,A#3,41.0,voice,fühl,begin
61.875,64,4,E4,41.25,voice,,single
62.25,64,4,E4,41.5,voice,te,end
62.625,62,2,D4,41.75,voice,,single
63.0,62,2,D4,42.0,voice,kei,begin
63.375,61,1,C#4,42.25,voice,,single
63.75,61,1,C#4,42.5,voice,ne,end
64.125,59,11,B3,42.75,voice,,single
64.5,58,10,A#3,43.0,voice,"Last,",single
68.25,59,11,B3,45.5,voice,der,single
69.0,59,11,B3,46.0,voice,Sturm,single
69.375,54,6,F#3,46.25,voice,,single
69.75,50,2,D3,46.5,voice,half,single
70.125,47,11,B2,46.75,voice,,single
70.5,62,2,D4,47.0,voice,fort,single
70.875,59,11,B3,47.25,voice,,single
71.25,61,1,C#4,47.5,voice,mich,single
71.625,58,10,A#3,47.75,voice,,single
72.0,58,10,A#3,48.0,voice,we,begin
73.5,59,11,B3,49.0,voice,hen.,end
77.25,47,11,B2,51.5,voice,der,single
78.0,47,11,B2,52.0,voice,Rü,begin
78.375,59,11,B3,52.25,voice,,single
78.75,59,11,B3,52.5,voice,cken,end
79.125,57,9,A3,52.75,voice,,single
79.5,55,7,G3,53.0,voice,fühl,begin
79.875,62,2,D4,53.25,voice,,single
80.25,62,2,D4,53.5,voice,te,end
80.625,61,1,C#4,53.75,voice,,single
81.0,61,1,C#4,54.0,voice,kei,begin
81.375,59,11,B3,54.25,voice,,single
81.75,59,11,B3,54.5,voice,ne,end
82.125,58,10,A#3,54.75,voice,,single
82.5,59,11,B3,55.0,voice,"Last,",single
86.25,59,11,B3,57.5,voice,der,single
87.0,62,2,D4,58.0,voice,Sturm,single
87.375,59,11,B3,58.25,voice,,single
87.75,54,6,F#3,58.5,voice,half,single
88.125,50,2,D3,58.75,voice,,single
88.5,66,6,F#4,59.0,voice,fort,single
88.875,62,2,D4,59.25,voice,,single
89.25,64,4,E4,59.5,voice,mich,single
89.625,61,1,C#4,59.75,voice,,single
90.0,59,11,B3,60.0,voice,we,begin
91.5,47,11,B2,61.0,voice,hen.,end
107.25,54,6,F#3,71.5,voice,In,single
108.0,54,6,F#3,72.0,voice,ei,begin
109.125,55,7,G3,72.75,voice,nes,end
109.5,54,6,F#3,73.0,voice,Köh,begin
