start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
21.0,57,9,A3,28.0,voice,Ge,begin
21.75,57,9,A3,29.0,voice,fror,middle
22.5,55,7,G3,30.0,voice,ne,end
22.875,53,5,F3,30.5,voice,,single
23.25,53,5,F3,31.0,voice,Trop,begin
24.0,52,4,E3,32.0,voice,fen,end
24.75,53,5,F3,33.0,voice,fal,begin
26.25,50,2,D3,35.0,voice,len,end
27.0,52,4,E3,36.0,voice,von,single
27.375,58,10,B-3,36.5,voice,,single
27.75,57,9,A3,37.0,voice,mei,begin
28.5,55,7,G3,38.0,voice,nen,end
28.875,53,5,F3,38.5,voice,,single
29.25,53,5,F3,39.0,voice,Wan,begin
30.0,52,4,E3,40.0,voice,gen,end
30.75,53,5,F3,41.0,voice,ab:,single
33.75,58,10,B-3,45.0,voice,Ob,single
34.5,58,10,B-3,46.0,voice,es,single
34.875,58,10,B-3,46.5,voice,mir,single
35.25,58,10,B-3,47.0,voice,denn,single
36.0,58,10,B-3,48.0,voice,ent,begin
36.75,58,10,B-3,49.0,voice,gan,middle
37.5,57,9,A3,50.0,voice,,single
37.875,55,7,G3,50.5,voice,,single
38.25,55,7,G3,51.0,voice,"gen,",end
39.0,55,7,G3,52.0,voice,daß,single
39.75,57,9,A3,53.0,voice,ich,single
40.5,55,7,G3,54.0,voice,ge,begin
40.875,53,5,F3,54.5,voice,,single
41.25,57,9,A3,55.0,voice,wei,middle
42.0,55,7,G3,56.0,voice,net,end
42.75,53,5,F3,57.0,voice,hab?,single
45.0,60,0,C4,60.0,voice,daß,single
45.75,62,2,D4,61.0,voice,ich,single
46.125,60,0,C4,61.5,voice,,single
46.5,58,10,B-3,62.0,voice,ge,begin
46.875,57,9,A3,62.5,voice,,single
47.25,60,0,C4,63.0,voice,wei,middle
48.0,58,10,B-3,64.0,voice,net,end
48.75,57,9,A3,65.0,voice,hab?,single
60.0,46,10,B-2,80.0,voice,Eine,single
60.75,46,10,B-2,81.0,voice,,single
60.75,45,9,A2,81.0,voice,Trä,begin
61.5,45,9,A2,82.0,voice,"nen,",end
63.0,46,10,B-2,84.0,voice,mei,begin
63.375,46,10,B-2,84.5,voice,ne,end
63.75,46,10,B-2,85.0,voice,,single
63.75,45,9,A2,85.0,voice,Trä,begin
64.5,45,9,A2,86.0,voice,"nen,",end
66.0,50,2,D3,88.0,voice,und,single
66.75,49,1,C#3,89.0,voice,seid,single
