start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
15.0,53,5,F3,10.0,voice,Was,single
15.375,55,7,G3,10.25,voice,ver,begin
15.75,56,8,A-3,10.5,voice,meid,end
16.5,56,8,A-3,11.0,voice,ich,single
17.25,56,8,A-3,11.5,voice,denn,single
18.0,56,8,A-3,12.0,voice,die,single
18.75,56,8,A-3,12.5,voice,We,begin
20.25,53,5,F3,13.5,voice,"ge,",end
21.0,55,7,G3,14.0,voice,wo,single
21.375,56,8,A-3,14.25,voice,die,single
21.75,58,10,B-3,14.5,voice,an,begin
22.5,56,8,A-3,15.0,voice,dern,end
23.25,55,7,G3,15.5,voice,Wan,begin
24.0,53,5,F3,16.0,voice,drer,end
24.75,55,7,G3,16.5,voice,"gehn,",single
30.0,55,7,G3,20.0,voice,su,begin
30.375,56,8,A-3,20.25,voice,che,end
30.75,58,10,B-3,20.5,voice,mir,single
31.5,58,10,B-3,21.0,voice,ver,begin
32.25,58,10,B-3,21.5,voice,steck,middle
33.0,58,10,B-3,22.0,voice,te,end
33.75,58,10,B-3,22.5,voice,Ste,begin
35.25,55,7,G3,23.5,voice,ge,end
36.0,53,5,F3,24.0,voice,durch,single
36.375,55,7,G3,24.25,voice,ver,begin
36.75,56,8,A-3,24.5,voice,schnei,middle
37.5,56,8,A-3,25.0,voice,te,end
38.25,56,8,A-3,25.5,voice,Fel,begin
39.0,56,8,A-3,26.0,voice,sen,middle
39.75,56,8,A-3,26.5,voice,höhn?,end
41.25,53,5,F3,27.5,voice,,single
42.0,53,5,F3,28.0,voice,su,begin
42.375,53,5,F3,28.25,voice,che,end
42.75,54,6,G-3,28.5,voice,mir,single
43.5,54,6,G-3,29.0,voice,ver,begin
44.25,53,5,F3,29.5,voice,steck,middle
44.625,58,10,B-3,29.75,voice,,single
45.0,58,10,B-3,30.0,voice,te,end
45.375,56,8,A-3,30.25,voice,,single
45.75,54,6,G-3,30.5,voice,Ste,begin
47.25,53,5,F3,31.5,voice,ge,end
48.0,53,5,F3,32.0,voice,durch,single
48.375,53,5,F3,32.25,voice,ver,begin
48.75,53,5,F3,32.5,voice,schnei,middle
49.3125,55,7,G3,32.875,voice,,single
49.5,56,8,A-3,33.0,voice,te,end
50.0625,58,10,B-3,33.375,voice,,single
50.25,60,0,C4,33.5,voice,Fel,begin
51.375,52,4,E3,34.25,voice,sen,middle
51.75,53,5,F3,34.5,voice,"höhn,",end
52.3125,55,7,G3,34.875,voice,,single
52.5,56,8,A-3,35.0,voice,durch,single
53.0625,58,10,B-3,35.375,voice,,single
53.25,60,0,C4,35.5,voice,Fel,begin
54.375,52,4,E3,36.25,voice,sen,middle
54.75,53,5,F3,36.5,voice,höhn?,end
63.0,53,5,F3,42.0,voice,Ha,begin
63.375,55,7,G3,42.25,voice,be,end
63.75,57,9,A3,42.5,voice,ja,single
64.5,57,9,A3,43.0,voice,doch,single
65.25,57,9,A3,43.5,voice,nichts,single
66.0,57,9,A3,44.0,voice,be,begin
66.75,57,9,A3,44.5,voice,gan,middle
68.25,53,5,F3,45.5,voice,"gen,",end
69.0,55,7,G3,46.0,voice,daß,single
69.375,57,9,A3,46.25,voice,ich,single
69.75,58,10,B-3,46.5,voice,Men,begin
70.5,57,9,A3,47.0,voice,schen,end
71.25,55,7,G3,47.5,voice,soll,begin
72.0,53,5,F3,48.0,voice,te,end
72.75,55,7,G3,48.5,voice,"scheun,",single
75.0,57,9,A3,50.0,voice,daß,single
75.375,58,10,B-3,50.25,voice,ich,single
75.75,60,0,C4,50.5,voice,Men,begin
76.5,58,10,B-3,51.0,voice,schen,end
77.25,57,9,A3,51.5,voice,soll,begin
78.0,55,7,G3,52.0,voice,te,end
78.75,57,9,A3,52.5,voice,"scheun,",single
81.0,57,9,A3,54.0,voice,welch,single
81.375,57,9,A3,54.25,voice,ein,single
81.75,62,2,D4,54.5,voice,tö,begin
82.875,62,2,D4,55.25,voice,rich,middle
83.25,62,2,D4,55.5,voice,tes,end
84.0,62,2,D4,56.0,voice,Ver,begin
84.75,61,1,C#4,56.5,voice,lan,middle
86.25,57,9,A3,57.5,voice,gen,end
87.0,58,10,B-3,58.0,voice,treibt,single
87.375,57,9,A3,58.25,voice,mich,single
87.75,62,2,D4,58.5,voice,in,single
88.5,62,2,D4,59.0,voice,die,single
89.25,62,2,D4,59.5,voice,Wü,begin
90.0,62,2,D4,60.0,voice,ste,middle
90.75,61,1,C#4,60.5,voice,nei,middle
91.5,57,9,A3,61.0,voice,"en,",end
92.25,58,10,B-3,61.5,voice,treibt,single
93.375,57,9,A3,62.25,voice,mich,single
93.75,55,7,G3,62.5,voice,in,single
94.5,53,5,F3,63.0,voice,die,single
95.25,52,4,E3,63.5,voice,Wü,begin
96.0,56,8,G#3,64.0,voice,ste,middle
96.75,57,9,A3,64.5,voice,nein?,end
120.0,53,5,F3,80.0,voice,Wei,begin
120.375,55,7,G3,80.25,voice,ser,end
120.75,56,8,A-3,80.5,voice,ste,begin
121.5,56,8,A-3,81.0,voice,hen,end
122.25,56,8,A-3,81.5,voice,auf,single
123.0,56,8,A-3,82.0,voice,den,single
123.75,56,8,A-3,82.5,voice,We,begin
125.25,53,5,F3,83.5,voice,"gen,",end
126.0,55,7,G3,84.0,voice,wei,begin
126.375,56,8,A-3,84.25,voice,sen,end
126.75,58,10,B-3,84.5,voice,auf,single
127.5,56,8,A-3,85.0,voice,die,single
128.25,55,7,G3,85.5,voice,Städ,begin
129.0,53,5,F3,86.0,voice,te,end
129.75,55,7,G3,86.5,voice,"zu,",single
135.0,55,7,G3,90.0,voice,und,single
135.375,56,8,A-3,90.25,voice,ich,single
135.75,58,10,B-3,90.5,voice,wand,begin
136.5,58,10,B-3,91.0,voice,re,end
137.25,58,10,B-3,91.5,voice,son,begin
138.0,58,10,B-3,92.0,voice,der,end
138.75,58,10,B-3,92.5,voice,Ma,begin
140.25,55,7,G3,93.5,voice,"ßen,",end
141.0,53,5,F3,94.0,voice,oh,begin
141.375,55,7,G3,94.25,voice,ne,end
141.75,56,8,A-3,94.5,voice,"Ruh,",single
142.5,56,8,A-3,95.0,voice,und,single
143.25,64,4,F-4,95.5,voice,su,begin
144.375,63,3,E-4,96.25,voice,che,end
144.75,62,2,D4,96.5,voice,"Ruh,",single
147.0,53,5,F3,98.0,voice,und,single
147.375,53,5,F3,98.25,voice,ich,single
147.75,54,6,G-3,98.5,voice,wand,begin
148.5,54,6,G-3,99.0,voice,re,end
149.25,53,5,F3,99.5,voice,son,begin
149.625,58,10,B-3,99.75,voice,,single
150.0,58,10,B-3,100.0,voice,der,end
150.375,56,8,A-3,100.25,voice,,single
150.75,54,6,G-3,100.5,voice,Ma,begin
152.25,53,5,F3,101.5,voice,"ßen,",end
153.0,58,10,B-3,102.0,voice,oh,begin
153.375,61,1,D-4,102.25,voice,ne,end
153.75,60,0,C4,102.5,voice,"Ruh,",single
154.5,65,5,F4,103.0,voice,und,single
155.25,55,7,G3,103.5,voice,su,begin
156.375,60,0,C4,104.25,voice,che,end
156.75,56,8,A-3,104.5,voice,"Ruh,",single
157.5,65,5,F4,105.0,voice,und,single
158.25,55,7,G3,105.5,voice,su,begin
159.375,60,0,C4,106.25,voice,che,end
159.75,53,5,F3,106.5,voice,Ruh.,single
168.0,53,5,F3,112.0,voice,Ei,begin
168.375,53,5,F3,112.25,voice,nen,end
168.75,53,5,F3,112.5,voice,Wei,begin
169.5,53,5,F3,113.0,voice,ser,end
170.25,53,5,F3,113.5,voice,seh,single
171.0,53,5,F3,114.0,voice,ich,single
171.75,53,5,F3,114.5,voice,ste,begin
173.25,53,5,F3,115.5,voice,hen,end
174.0,53,5,F3,116.0,voice,un,begin
174.375,53,5,F3,116.25,voice,ver,middle
174.75,53,5,F3,116.5,voice,rückt,end
175.5,53,5,F3,117.0,voice,vor,single
176.25,53,5,F3,117.5,voice,mei,begin
177.0,53,5,F3,118.0,voice,nem,end
177.75,53,5,F3,118.5,voice,Blick;,single
180.0,53,5,F3,120.0,voice,ei,begin
180.375,53,5,F3,120.25,voice,ne,end
180.75,56,8,A-3,120.5,voice,Stra,begin
181.5,56,8,A-3,121.0,voice,ße,end
182.25,56,8,A-3,121.5,voice,muß,single
183.0,56,8,A-3,122.0,voice,ich,single
183.75,56,8,A-3,122.5,voice,ge,begin
185.25,56,8,A-3,123.5,voice,"hen,",end
186.0,56,8,A-3,124.0,voice,ei,begin
186.375,56,8,A-3,124.25,voice,ne,end
186.75,59,11,C-4,124.5,voice,Stra,begin
187.5,59,11,C-4,125.0,voice,ße,end
188.25,59,11,C-4,125.5,voice,muß,single
189.0,59,11,C-4,126.0,voice,ich,single
189.75,59,11,C-4,126.5,voice,ge,begin
191.25,59,11,C-4,127.5,voice,"hen,",end
192.0,59,11,C-4,128.0,voice,die,single
192.375,59,11,C-4,128.25,voice,noch,single
192.75,60,0,C4,128.5,voice,kei,begin
196.5,58,10,B-3,131.0,voice,ner,end
196.875,54,6,G-3,131.25,voice,,single
197.25,53,5,F3,131.5,voice,ging,single
198.0,52,4,E3,132.0,voice,zu,begin
198.75,53,5,F3,132.5,voice,rück.,end
204.0,53,5,F3,136.0,voice,Ei,begin
204.375,53,5,F3,136.25,voice,nen,end
204.75,53,5,F3,136.5,voice,Wei,begin
205.5,53,5,F3,137.0,voice,ser,end
206.25,53,5,F3,137.5,voice,seh,single
207.0,53,5,F3,138.0,voice,ich,single
207.75,53,5,F3,138.5,voice,ste,begin
208.5,53,5,F3,139.0,voice,"hen,",end
210.0,53,5,F3,140.0,voice,un,begin
210.375,53,5,F3,140.25,voice,ver,middle
210.75,53,5,F3,140.5,voice,rückt,end
211.5,53,5,F3,141.0,voice,vor,single
212.25,53,5,F3,141.5,voice,mei,begin
213.0,53,5,F3,142.0,voice,nem,end
213.75,53,5,F3,142.5,voice,Blick;,single
216.0,53,5,F3,144.0,voice,ei,begin
216.375,53,5,F3,144.25,voice,ne,end
216.75,56,8,A-3,144.5,voice,Stra,begin
217.5,56,8,A-3,145.0,voice,ße,end
218.25,56,8,A-3,145.5,voice,muß,single
219.0,56,8,A-3,146.0,voice,ich,single
219.75,56,8,A-3,146.5,voice,ge,begin
220.5,56,8,A-3,147.0,voice,"hen,",end
222.0,56,8,A-3,148.0,voice,die,single
222.375,56,8,A-3,148.25,voice,noch,single
222.75,55,7,G3,148.5,voice,kei,begin
223.5,60,0,C4,149.0,voice,,single
226.5,58,10,B-3,151.0,voice,ner,end
226.875,54,6,G-3,151.25,voice,,single
227.25,53,5,F3,151.5,voice,ging,single
228.0,52,4,E3,152.0,voice,zu,begin
228.75,53,5,F3,152.5,voice,"rück,",end
231.75,53,5,F3,154.5,voice,die,single
233.25,53,5,F3,155.5,voice,noch,single
234.75,56,8,A-3,156.5,voice,kei,begin
236.25,53,5,F3,157.5,voice,ner,end
237.75,55,7,G3,158.5,voice,ging,single
239.25,52,4,E3,159.5,voice,zu,begin
240.75,53,5,F3,160.5,voice,rück.,end
