start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
20.57142857142857,59,11,B3,12.0,voice,Drei,single
21.428571428571427,59,11,B3,12.5,voice,Son,begin
22.71428571428571,57,9,A3,13.25,voice,nen,end
23.142857142857142,57,9,A3,13.5,voice,sah,single
24.857142857142854,57,9,A3,14.5,voice,ich,single
25.71428571428571,59,11,B3,15.0,voice,am,single
26.57142857142857,60,0,C4,15.5,voice,Him,begin
27.857142857142854,59,11,B3,16.25,voice,mel,end
28.285714285714285,59,11,B3,16.5,voice,"stehn,",single
30.857142857142854,59,11,B3,18.0,voice,hab,single
31.71428571428571,59,11,B3,18.5,voice,lang',single
33.0,57,9,A3,19.25,voice,und,single
33.42857142857142,55,7,G3,19.5,voice,fest,single
35.71428571428571,57,9,A3,20.833333333333332,voice,,single
36.285714285714285,59,11,B3,21.166666666666668,voice,sie,single
36.857142857142854,59,11,B3,21.5,voice,an,begin
38.14285714285714,57,9,A3,22.25,voice,ge,middle
38.57142857142857,55,7,G3,22.5,voice,sehn;,end
46.285714285714285,59,11,B3,27.0,voice,und,single
47.14285714285714,59,11,B3,27.5,voice,sie,single
48.42857142857142,57,9,A3,28.25,voice,auch,single
48.857142857142854,57,9,A3,28.5,voice,stan,begin
51.42857142857142,59,11,B3,30.0,voice,den,end
52.285714285714285,60,0,C4,30.5,voice,da,single
53.57142857142857,59,11,B3,31.25,voice,so,single
54.0,59,11,B3,31.5,voice,"stier,",single
56.57142857142857,59,11,B3,33.0,voice,als,single
57.42857142857142,59,11,B3,33.5,voice,woll,begin
58.71428571428571,57,9,A3,34.25,voice,ten,end
59.14285714285714,55,7,G3,34.5,voice,sie,single
61.42857142857143,57,9,A3,35.833333333333336,voice,,single
61.99999999999999,59,11,B3,36.166666666666664,voice,nicht,single
62.57142857142857,59,11,B3,36.5,voice,weg,single
63.857142857142854,57,9,A3,37.25,voice,von,single
64.28571428571428,55,7,G3,37.5,voice,mir.,single
77.14285714285714,55,7,G3,45.0,voice,"Ach,",single
78.0,58,10,B-3,45.5,voice,mei,begin
78.85714285714285,58,10,B-3,46.0,voice,ne,end
79.71428571428571,58,10,B-3,46.5,voice,Son,begin
80.57142857142857,58,10,B-3,47.0,voice,nen,end
81.42857142857143,58,10,B-3,47.5,voice,seid,single
82.0,57,9,A3,47.833333333333336,voice,,single
82.57142857142857,55,7,G3,48.166666666666664,voice,ihr,single
83.14285714285714,57,9,A3,48.5,voice,nicht!,single
87.42857142857143,62,2,D4,51.0,voice,schaut,single
88.28571428571428,62,2,D4,51.5,voice,an,begin
89.57142857142857,58,10,B-3,52.25,voice,dern,end
90.0,58,10,B-3,52.5,voice,doch,single
90.85714285714285,58,10,B-3,53.0,voice,ins,single
91.71428571428571,60,0,C4,53.5,voice,An,begin
93.0,58,10,B-3,54.25,voice,ge,middle
93.42857142857142,57,9,A3,54.5,voice,sicht!,end
97.71428571428571,62,2,D4,57.0,voice,"Ja,",single
98.57142857142857,62,2,D4,57.5,voice,neu,begin
99.85714285714285,60,0,C4,58.25,voice,lich,end
100.28571428571428,60,0,C4,58.5,voice,hatt,single
102.85714285714285,62,2,D4,60.0,voice,ich,single
103.71428571428571,63,3,E-4,60.5,voice,auch,single
105.0,62,2,D4,61.25,voice,wohl,single
105.42857142857142,62,2,D4,61.5,voice,drei;,single
108.0,62,2,D4,63.0,voice,nun,single
108.85714285714285,62,2,D4,63.5,voice,sind,single
110.14285714285714,60,0,C4,64.25,voice,hin,begin
110.57142857142857,58,10,B-3,64.5,voice,ab,end
113.14285714285714,58,10,B-3,66.0,voice,die,single
114.0,58,10,B-3,66.5,voice,bes,begin
115.28571428571428,57,9,A3,67.25,voice,ten,end
115.71428571428571,55,7,G3,67.5,voice,zwei.,single
128.57142857142856,59,11,B3,75.0,voice,Ging,single
129.42857142857142,59,11,B3,75.5,voice,nur,single
130.7142857142857,57,9,A3,76.25,voice,die,single
131.14285714285714,57,9,A3,76.5,voice,dritt,single
133.7142857142857,59,11,B3,78.0,voice,erst,single
134.57142857142856,60,0,C4,78.5,voice,hin,begin
135.85714285714286,59,11,B3,79.25,voice,ter,middle
136.28571428571428,59,11,B3,79.5,voice,drein!,end
138.85714285714286,59,11,B3,81.0,voice,Im,single
139.7142857142857,59,11,B3,81.5,voice,Dun,begin
141.0,57,9,A3,82.25,voice,keln,end
141.42857142857142,55,7,G3,82.5,voice,wird,single
143.7142857142857,57,9,A3,83.83333333333333,voice,,single
144.28571428571428,59,11,B3,84.16666666666667,voice,mir,single
144.85714285714286,59,11,B3,84.5,voice,woh,begin
146.14285714285714,57,9,A3,85.25,voice,ler,end
146.57142857142856,55,7,G3,85.5,voice,sein.,single
