start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
21.666666666666664,57,9,A3,32.5,voice,Es,single
22.0,57,9,A3,33.0,voice,bel,begin
23.0,57,9,A3,34.5,voice,len,end
23.666666666666664,57,9,A3,35.5,voice,die,single
24.0,54,6,F#3,36.0,voice,Hun,begin
25.0,54,6,F#3,37.5,voice,"de,",end
25.666666666666664,54,6,F#3,38.5,voice,es,single
26.0,57,9,A3,39.0,voice,ras,begin
27.0,57,9,A3,40.5,voice,seln,end
27.666666666666664,57,9,A3,41.5,voice,die,single
28.0,54,6,F#3,42.0,voice,Ket,begin
29.0,54,6,F#3,43.5,voice,ten;,end
29.666666666666664,54,6,F#3,44.5,voice,es,single
30.0,62,2,D4,45.0,voice,schla,begin
31.0,62,2,D4,46.5,voice,fen,end
31.666666666666664,62,2,D4,47.5,voice,die,single
32.0,52,4,E3,48.0,voice,Men,begin
33.0,52,4,E3,49.5,voice,schen,end
33.666666666666664,52,4,E3,50.5,voice,in,single
34.0,62,2,D4,51.0,voice,ih,begin
35.666666666666664,62,2,D4,53.5,voice,ren,end
36.0,52,4,E3,54.0,voice,Bet,begin
37.0,52,4,E3,55.5,voice,"ten,",end
42.0,52,4,E3,63.0,voice,träu,begin
43.0,52,4,E3,64.5,voice,men,end
43.666666666666664,52,4,E3,65.5,voice,sich,single
44.0,54,6,F#3,66.0,voice,man,begin
45.0,54,6,F#3,67.5,voice,"ches,",end
46.0,60,0,C4,69.0,voice,was,single
47.0,60,0,C4,70.5,voice,sie,single
47.666666666666664,60,0,C4,71.5,voice,nicht,single
48.0,60,0,C4,72.0,voice,,single
48.0,59,11,B3,72.0,voice,ha,begin
49.0,59,11,B3,73.5,voice,"ben,",end
50.0,61,1,C#4,75.0,voice,tun,single
51.0,61,1,C#4,76.5,voice,sich,single
51.666666666666664,61,1,C#4,77.5,voice,im,single
52.0,62,2,D4,78.0,voice,Gu,begin
53.0,57,9,A3,79.5,voice,ten,end
53.666666666666664,57,9,A3,80.5,voice,und,single
54.0,55,7,G3,81.0,voice,Ar,begin
55.0,59,11,B3,82.5,voice,gen,end
55.666666666666664,57,9,A3,83.5,voice,er,begin
56.0,55,7,G3,84.0,voice,,single
56.0,54,6,F#3,84.0,voice,la,end
57.0,54,6,F#3,85.5,voice,ben;,end
62.0,53,5,F3,93.0,voice,und,single
63.0,53,5,F3,94.5,voice,mor,begin
63.666666666666664,53,5,F3,95.5,voice,gen,end
64.0,52,4,E3,96.0,voice,früh,single
65.66666666666666,52,4,E3,98.5,voice,ist,single
66.0,57,9,A3,99.0,voice,al,begin
67.0,55,7,G3,100.5,voice,les,end
67.66666666666666,52,4,E3,101.5,voice,zer,begin
68.0,52,4,E3,102.0,voice,,single
68.0,50,2,D3,102.0,voice,flos,middle
68.66666666666666,50,2,D3,103.0,voice,sen.,end
75.66666666666666,62,2,D4,113.5,voice,Je,single
76.0,59,11,B3,114.0,voice,"nun,",single
77.66666666666666,62,2,D4,116.5,voice,je,single
78.0,60,0,C4,117.0,voice,"nun,",single
79.66666666666666,62,2,D4,119.5,voice,sie,single
80.0,57,9,A3,120.0,voice,ha,begin
80.33333333333333,59,11,B3,120.5,voice,ben,end
80.66666666666666,60,0,C4,121.0,voice,ihr,single
81.0,62,2,D4,121.5,voice,Teil,single
81.66666666666666,60,0,C4,122.5,voice,ge,begin
82.0,58,10,A#3,123.0,voice,nos,middle
82.33333333333333,59,11,B3,123.5,voice,"sen,",end
83.66666666666666,59,11,B3,125.5,voice,und,single
84.0,62,2,D4,126.0,voice,hof,begin
84.66666666666666,59,11,B3,127.0,voice,"fen,",end
85.66666666666666,59,11,B3,128.5,voice,und,single
86.0,62,2,D4,129.0,voice,hof,begin
86.66666666666666,60,0,C4,130.0,voice,"fen,",end
87.66666666666666,64,4,E4,131.5,voice,was,single
88.0,57,9,A3,132.0,voice,sie,single
88.33333333333333,59,11,B3,132.5,voice,,single
88.66666666666666,60,0,C4,133.0,voice,noch,single
89.0,62,2,D4,133.5,voice,üb,begin
89.66666666666666,60,0,C4,134.5,voice,rig,end
90.0,58,10,A#3,135.0,voice,lie,begin
90.33333333333333,59,11,B3,135.5,voice,"ßen,",end
91.66666666666666,59,11,B3,137.5,voice,doch,single
92.0,59,11,B3,138.0,voice,wie,begin
92.66666666666666,64,4,E4,139.0,voice,,single
93.0,64,4,E4,139.5,voice,der,middle
93.66666666666666,64,4,E4,140.5,voice,zu,middle
94.0,60,0,C4,141.0,voice,fin,middle
95.0,57,9,A3,142.5,voice,"den,",end
95.66666666666666,57,9,A3,143.5,voice,doch,single
96.0,57,9,A3,144.0,voice,wie,begin
96.66666666666666,62,2,D4,145.0,voice,,single
97.0,62,2,D4,145.5,voice,der,middle
97.66666666666666,62,2,D4,146.5,voice,zu,middle
98.0,59,11,B3,147.0,voice,fin,middle
99.0,55,7,G3,148.5,voice,den,end
99.66666666666666,55,7,G3,149.5,voice,auf,single
100.0,61,1,C#4,150.0,voice,ih,begin
