start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
4.8,50,2,D3,8.0,voice,Fliegt,single
5.1,55,7,G3,8.5,voice,der,single
5.25,57,9,A3,8.75,voice,,single
5.3999999999999995,58,10,B-3,9.0,voice,Schnee,single
6.3,57,9,A3,10.5,voice,mir,single
6.6,55,7,G3,11.0,voice,ins,single
6.8999999999999995,57,9,A3,11.5,voice,Ge,begin
7.199999999999999,50,2,D3,12.0,voice,"sicht,",end
8.4,57,9,A3,14.0,voice,schüttl,single
8.85,59,11,B3,14.75,voice,ich,single
9.0,57,9,A3,15.0,voice,ihn,single
9.15,55,7,G3,15.25,voice,,single
9.299999999999999,54,6,F#3,15.5,voice,her,begin
9.45,52,4,E3,15.75,voice,,single
9.6,54,6,F#3,16.0,voice,un,middle
10.2,50,2,D3,17.0,voice,ter.,end
13.2,50,2,D3,22.0,voice,Wenn,single
13.5,55,7,G3,22.5,voice,mein,single
13.65,57,9,A3,22.75,voice,,single
13.799999999999999,58,10,B-3,23.0,voice,Herz,single
14.7,55,7,G3,24.5,voice,im,single
15.0,60,0,C4,25.0,voice,Bu,begin
15.299999999999999,58,10,B-3,25.5,voice,sen,end
15.6,57,9,A3,26.0,voice,"spricht,",single
16.8,55,7,G3,28.0,voice,sing,single
17.25,59,11,B3,28.75,voice,ich,single
17.4,64,4,E4,29.0,voice,hell,single
17.55,62,2,D4,29.25,voice,,single
17.7,59,11,B3,29.5,voice,und,single
17.849999999999998,55,7,G3,29.75,voice,,single
18.0,57,9,A3,30.0,voice,mun,begin
18.599999999999998,55,7,G3,31.0,voice,ter;,end
26.4,50,2,D3,44.0,voice,hö,begin
26.7,55,7,G3,44.5,voice,re,end
26.849999999999998,57,9,A3,44.75,voice,,single
27.0,58,10,B-3,45.0,voice,"nicht,",single
27.9,57,9,A3,46.5,voice,was,single
28.2,55,7,G3,47.0,voice,es,single
28.5,57,9,A3,47.5,voice,mir,single
28.799999999999997,50,2,D3,48.0,voice,"sagt,",single
30.0,57,9,A3,50.0,voice,ha,begin
30.45,59,11,B3,50.75,voice,be,end
30.599999999999998,57,9,A3,51.0,voice,kei,begin
30.75,55,7,G3,51.25,voice,,single
30.9,54,6,F#3,51.5,voice,ne,end
31.049999999999997,52,4,E3,51.75,voice,,single
31.2,54,6,F#3,52.0,voice,Oh,begin
31.799999999999997,50,2,D3,53.0,voice,"ren,",end
34.8,50,2,D3,58.0,voice,füh,begin
35.1,55,7,G3,58.5,voice,le,end
35.25,57,9,A3,58.75,voice,,single
35.4,58,10,B-3,59.0,voice,"nicht,",single
36.3,55,7,G3,60.5,voice,was,single
36.6,60,0,C4,61.0,voice,es,single
36.9,58,10,B-3,61.5,voice,mir,single
37.199999999999996,57,9,A3,62.0,voice,"klagt,",single
38.4,55,7,G3,64.0,voice,Kla,begin
38.85,59,11,B3,64.75,voice,gen,end
39.0,64,4,E4,65.0,voice,ist,single
39.15,62,2,D4,65.25,voice,,single
39.3,59,11,B3,65.5,voice,für,single
39.449999999999996,55,7,G3,65.75,voice,,single
39.6,57,9,A3,66.0,voice,To,begin
40.199999999999996,55,7,G3,67.0,voice,ren.,end
43.199999999999996,57,9,A3,72.0,voice,Lu,begin
43.65,57,9,A3,72.75,voice,stig,end
43.8,57,9,A3,73.0,voice,in,single
44.1,55,7,G3,73.5,voice,die,single
44.25,57,9,A3,73.75,voice,,single
44.4,59,11,B3,74.0,voice,Welt,single
44.699999999999996,55,7,G3,74.5,voice,hin,begin
45.0,57,9,A3,75.0,voice,ein,end
45.6,57,9,A3,76.0,voice,ge,begin
45.75,62,2,D4,76.25,voice,,single
45.9,61,1,C#4,76.5,voice,gen,end
46.05,59,11,B3,76.75,voice,,single
46.199999999999996,57,9,A3,77.0,voice,Wind,single
46.35,55,7,G3,77.25,voice,,single
46.5,54,6,F#3,77.5,voice,und,single
46.65,52,4,E3,77.75,voice,,single
46.8,54,6,F#3,78.0,voice,Wet,begin
47.4,50,2,D3,79.0,voice,ter!,end
50.4,57,9,A3,84.0,voice,will,single
50.85,57,9,A3,84.75,voice,kein,single
51.0,57,9,A3,85.0,voice,Gott,single
51.3,59,11,B3,85.5,voice,auf,single
51.449999999999996,60,0,C4,85.75,voice,,single
51.6,59,11,B3,86.0,voice,Er,begin
51.9,55,7,G3,86.5,voice,den,end
52.199999999999996,57,9,A3,87.0,voice,"sein,",single
52.8,55,7,G3,88.0,voice,sind,single
53.25,59,11,B3,88.75,voice,wir,single
53.4,64,4,E4,89.0,voice,sel,begin
53.55,62,2,D4,89.25,voice,,single
53.699999999999996,59,11,B3,89.5,voice,ber,end
53.85,55,7,G3,89.75,voice,,single
54.0,57,9,A3,90.0,voice,Göt,begin
54.6,55,7,G3,91.0,voice,ter!,end
57.599999999999994,57,9,A3,96.0,voice,Lu,begin
58.05,57,9,A3,96.75,voice,stig,end
58.199999999999996,57,9,A3,97.0,voice,in,single
58.5,55,7,G3,97.5,voice,die,single
58.65,57,9,A3,97.75,voice,,single
58.8,58,10,B-3,98.0,voice,Welt,single
59.099999999999994,55,7,G3,98.5,voice,hin,begin
59.4,57,9,A3,99.0,voice,ein,end
60.0,58,10,B-3,100.0,voice,ge,begin
60.449999999999996,62,2,D4,100.75,voice,gen,end
60.599999999999994,60,0,C4,101.0,voice,Wind,single
60.75,63,3,E-4,101.25,voice,,single
60.9,62,2,D4,101.5,voice,und,single
61.05,60,0,C4,101.75,voice,,single
61.199999999999996,58,10,B-3,102.0,voice,Wet,begin
61.8,46,10,B-2,103.0,voice,ter!,end
64.8,57,9,A3,108.0,voice,will,single
65.25,57,9,A3,108.75,voice,kein,single
65.39999999999999,57,9,A3,109.0,voice,Gott,single
65.7,59,11,B3,109.5,voice,auf,single
65.85,60,0,C4,109.75,voice,,single
66.0,59,11,B3,110.0,voice,Er,begin
66.3,55,7,G3,110.5,voice,den,end
66.6,57,9,A3,111.0,voice,"sein,",single
67.2,55,7,G3,112.0,voice,sind,single
67.5,59,11,B3,112.5,voice,wir,single
67.64999999999999,62,2,D4,112.75,voice,,single
67.8,67,7,G4,113.0,voice,sel,begin
67.95,62,2,D4,113.25,voice,,single
68.1,59,11,B3,113.5,voice,ber,end
68.25,55,7,G3,113.75,voice,,single
68.39999999999999,62,2,D4,114.0,voice,Göt,begin
69.0,55,7,G3,115.0,voice,ter!,end
