start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
14.727272727272727,63,3,E-4,13.5,voice,Fremd,single
15.272727272727272,62,2,D4,14.0,voice,bin,single
15.818181818181817,60,0,C4,14.5,voice,ich,single
16.363636363636363,55,7,G3,15.0,voice,ein,begin
16.909090909090907,51,3,E-3,15.5,voice,ge,middle
17.454545454545453,50,2,D3,16.0,voice,zo,middle
18.27272727272727,51,3,E-3,16.75,voice,,single
18.545454545454543,50,2,D3,17.0,voice,"gen,",end
19.09090909090909,60,0,C4,17.5,voice,fremd,single
19.636363636363633,55,7,G3,18.0,voice,zieh,single
20.454545454545453,51,3,E-3,18.75,voice,ich,single
20.727272727272727,55,7,G3,19.0,voice,wie,begin
21.0,51,3,E-3,19.25,voice,,single
21.27272727272727,50,2,D3,19.5,voice,der,end
21.545454545454543,51,3,E-3,19.75,voice,,single
21.818181818181817,48,0,C3,20.0,voice,aus.,single
23.454545454545453,63,3,E-4,21.5,voice,Der,single
24.0,62,2,D4,22.0,voice,Mai,single
24.545454545454543,60,0,C4,22.5,voice,war,single
25.09090909090909,55,7,G3,23.0,voice,mir,single
25.636363636363633,51,3,E-3,23.5,voice,ge,begin
26.18181818181818,50,2,D3,24.0,voice,wo,middle
26.999999999999996,51,3,E-3,24.75,voice,,single
27.27272727272727,50,2,D3,25.0,voice,gen,end
27.818181818181817,60,0,C4,25.5,voice,mit,single
28.36363636363636,55,7,G3,26.0,voice,man,begin
29.18181818181818,51,3,E-3,26.75,voice,chem,end
29.454545454545453,55,7,G3,27.0,voice,Blu,begin
29.727272727272727,51,3,E-3,27.25,voice,,single
29.999999999999996,50,2,D3,27.5,voice,men,middle
30.27272727272727,51,3,E-3,27.75,voice,,single
30.545454545454543,48,0,C3,28.0,voice,strauß.,end
32.18181818181818,46,10,B-2,29.5,voice,Das,single
32.72727272727273,51,3,E-3,30.0,voice,Mäd,begin
33.27272727272727,51,3,E-3,30.5,voice,chen,end
33.81818181818181,51,3,E-3,31.0,voice,sprach,single
34.36363636363636,51,3,E-3,31.5,voice,von,single
34.90909090909091,53,5,F3,32.0,voice,Lie,begin
35.72727272727273,55,7,G3,32.75,voice,,single
36.0,53,5,F3,33.0,voice,"be,",end
36.54545454545454,55,7,G3,33.5,voice,die,single
37.090909090909086,58,10,B-3,34.0,voice,Mut,begin
37.36363636363636,56,8,A-3,34.25,voice,,single
37.63636363636363,55,7,G3,34.5,voice,ter,end
38.18181818181818,53,5,F3,35.0,voice,gar,single
38.72727272727273,55,7,G3,35.5,voice,von,single
39.0,56,8,A-3,35.75,voice,,single
39.272727272727266,55,7,G3,36.0,voice,"Eh,",single
40.90909090909091,51,3,E-3,37.5,voice,das,single
41.45454545454545,56,8,A-3,38.0,voice,Mäd,begin
42.0,56,8,A-3,38.5,voice,chen,end
42.54545454545454,56,8,A-3,39.0,voice,sprach,single
43.090909090909086,56,8,A-3,39.5,voice,von,single
43.63636363636363,58,10,B-3,40.0,voice,Lie,begin
44.45454545454545,60,0,C4,40.75,voice,,single
44.72727272727273,58,10,B-3,41.0,voice,"be,",end
45.272727272727266,60,0,C4,41.5,voice,die,single
45.81818181818181,63,3,E-4,42.0,voice,Mut,begin
46.090909090909086,61,1,D-4,42.25,voice,,single
46.36363636363636,60,0,C4,42.5,voice,ter,end
46.90909090909091,58,10,B-3,43.0,voice,gar,single
47.72727272727273,60,0,C4,43.75,voice,von,single
48.0,56,8,A-3,44.0,voice,Eh,single
53.99999999999999,60,0,C4,49.5,voice,nun,single
54.54545454545454,56,8,A-3,50.0,voice,ist,single
55.36363636363636,53,5,F3,50.75,voice,die,single
55.63636363636363,50,2,D3,51.0,voice,Welt,single
56.18181818181818,60,0,C4,51.5,voice,so,single
56.72727272727272,55,7,G3,52.0,voice,trü,begin
57.54545454545454,51,3,E-3,52.75,voice,,single
57.81818181818181,48,0,C3,53.0,voice,"be,",end
58.36363636363636,51,3,E-3,53.5,voice,der,single
58.63636363636363,53,5,F3,53.75,voice,,single
58.90909090909091,55,7,G3,54.0,voice,Weg,single
59.45454545454545,55,7,G3,54.5,voice,ge,begin
59.99999999999999,55,7,G3,55.0,voice,hüllt,end
60.54545454545454,57,9,A3,55.5,voice,in,single
60.81818181818181,59,11,B3,55.75,voice,,single
61.090909090909086,60,0,C4,56.0,voice,"Schnee,",single
62.72727272727272,60,0,C4,57.5,voice,nun,single
63.272727272727266,56,8,A-3,58.0,voice,ist,single
64.09090909090908,53,5,F3,58.75,voice,die,single
64.36363636363636,50,2,D3,59.0,voice,Welt,single
64.9090909090909,60,0,C4,59.5,voice,so,single
65.45454545454545,55,7,G3,60.0,voice,trü,begin
66.27272727272727,51,3,E-3,60.75,voice,,single
66.54545454545455,48,0,C3,61.0,voice,"be,",end
67.09090909090908,51,3,E-3,61.5,voice,der,single
67.36363636363636,53,5,F3,61.75,voice,,single
67.63636363636363,55,7,G3,62.0,voice,Weg,single
68.18181818181817,55,7,G3,62.5,voice,ge,begin
68.72727272727272,55,7,G3,63.0,voice,hüllt,end
69.27272727272727,55,7,G3,63.5,voice,in,single
69.81818181818181,48,0,C3,64.0,voice,Schnee.,single
84.54545454545453,63,3,E-4,77.5,voice,Ich,single
85.09090909090908,62,2,D4,78.0,voice,kann,single
85.63636363636363,60,0,C4,78.5,voice,zu,single
86.18181818181817,55,7,G3,79.0,voice,mei,begin
86.72727272727272,51,3,E-3,79.5,voice,ner,end
87.27272727272727,50,2,D3,80.0,voice,Rei,begin
88.09090909090908,51,3,E-3,80.75,voice,,single
88.36363636363636,50,2,D3,81.0,voice,sen,end
88.9090909090909,60,0,C4,81.5,voice,nicht,single
89.45454545454545,55,7,G3,82.0,voice,wäh,begin
90.27272727272727,51,3,E-3,82.75,voice,len,end
90.54545454545453,55,7,G3,83.0,voice,mit,single
90.81818181818181,51,3,E-3,83.25,voice,,single
91.09090909090908,50,2,D3,83.5,voice,der,single
91.36363636363636,51,3,E-3,83.75,voice,,single
91.63636363636363,48,0,C3,84.0,voice,"Zeit,",single
93.27272727272727,63,3,E-4,85.5,voice,muß,single
93.81818181818181,62,2,D4,86.0,voice,selbst,single
94.36363636363636,60,0,C4,86.5,voice,den,single
94.9090909090909,55,7,G3,87.0,voice,Weg,single
95.45454545454545,51,3,E-3,87.5,voice,mir,single
96.0,50,2,D3,88.0,voice,wei,begin
96.81818181818181,51,3,E-3,88.75,voice,,single
97.09090909090908,50,2,D3,89.0,voice,sen,end
97.63636363636363,60,0,C4,89.5,voice,in,single
98.18181818181817,55,7,G3,90.0,voice,die,begin
