start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
9.6,50,2,D3,8.0,voice,Der,single
10.2,50,2,D3,8.5,voice,du,single
10.5,52,4,E3,8.75,voice,so,single
10.799999999999999,53,5,F3,9.0,voice,lu,begin
11.7,55,7,G3,9.75,voice,stig,end
12.0,57,9,A3,10.0,voice,rausch,begin
12.6,57,9,A3,10.5,voice,"test,",end
13.799999999999999,45,9,A2,11.5,voice,du,single
14.399999999999999,50,2,D3,12.0,voice,hel,begin
15.299999999999999,52,4,E3,12.75,voice,"ler,",end
15.6,53,5,F3,13.0,voice,wil,begin
16.5,55,7,G3,13.75,voice,der,end
16.8,57,9,A3,14.0,voice,"Fluß,",single
18.599999999999998,57,9,A3,15.5,voice,wie,single
19.2,56,8,G#3,16.0,voice,still,single
20.099999999999998,56,8,G#3,16.75,voice,bist,single
20.4,56,8,G#3,17.0,voice,du,single
21.0,56,8,G#3,17.5,voice,ge,begin
21.599999999999998,56,8,G#3,18.0,voice,wor,middle
22.2,52,4,E3,18.5,voice,"den,",end
23.4,56,8,G#3,19.5,voice,gibst,single
24.0,57,9,A3,20.0,voice,,single
24.0,59,11,B3,20.0,voice,,single
24.0,57,9,A3,20.0,voice,kei,begin
24.3,56,8,G#3,20.25,voice,,single
24.599999999999998,57,9,A3,20.5,voice,nen,end
24.9,61,1,C#4,20.75,voice,,single
25.2,56,8,G#3,21.0,voice,Schei,begin
25.8,44,8,G#2,21.5,voice,,single
25.8,56,8,G#3,21.5,voice,,single
26.4,49,1,C#3,22.0,voice,gruß.,end
30.599999999999998,45,9,A2,25.5,voice,Mit,single
31.2,50,2,D3,26.0,voice,har,begin
32.1,52,4,E3,26.75,voice,"ter,",end
32.4,53,5,F3,27.0,voice,star,begin
33.3,55,7,G3,27.75,voice,rer,end
33.6,57,9,A3,28.0,voice,Rin,begin
34.05,58,10,B-3,28.375,voice,,single
34.199999999999996,57,9,A3,28.5,voice,de,end
35.4,45,9,A2,29.5,voice,hast,single
36.0,50,2,D3,30.0,voice,du,single
36.9,52,4,E3,30.75,voice,dich,single
37.199999999999996,53,5,F3,31.0,voice,ü,begin
38.1,55,7,G3,31.75,voice,ber,middle
38.4,57,9,A3,32.0,voice,"deckt,",end
40.199999999999996,57,9,A3,33.5,voice,liegst,single
40.8,56,8,G#3,34.0,voice,kalt,single
41.699999999999996,56,8,G#3,34.75,voice,und,single
42.0,61,1,C#4,35.0,voice,un,begin
42.9,56,8,G#3,35.75,voice,be,middle
43.199999999999996,56,8,G#3,36.0,voice,weg,middle
43.8,56,8,G#3,36.5,voice,lich,end
45.0,56,8,G#3,37.5,voice,im,single
45.6,57,9,A3,38.0,voice,,single
45.6,59,11,B3,38.0,voice,,single
45.6,57,9,A3,38.0,voice,San,begin
45.9,56,8,G#3,38.25,voice,,single
46.199999999999996,57,9,A3,38.5,voice,de,end
46.5,61,1,C#4,38.75,voice,,single
46.8,56,8,G#3,39.0,voice,aus,begin
47.4,44,8,G#2,39.5,voice,,single
47.4,56,8,G#3,39.5,voice,,single
48.0,49,1,C#3,40.0,voice,streckt.,end
52.199999999999996,52,4,E3,43.5,voice,In,single
52.8,54,6,F#3,44.0,voice,dei,begin
53.699999999999996,54,6,F#3,44.75,voice,ne,end
54.0,54,6,F#3,45.0,voice,De,begin
54.9,50,2,D3,45.75,voice,cke,end
55.199999999999996,54,6,F#3,46.0,voice,grab,single
55.8,52,4,E3,46.5,voice,ich,single
57.0,54,6,F#3,47.5,voice,mit,single
57.599999999999994,55,7,G3,48.0,voice,ei,begin
58.5,55,7,G3,48.75,voice,nem,end
58.8,55,7,G3,49.0,voice,spit,begin
59.099999999999994,54,6,F#3,49.25,voice,,single
59.4,55,7,G3,49.5,voice,zen,end
59.699999999999996,57,9,A3,49.75,voice,,single
60.0,53,5,E#3,50.0,voice,,single
60.0,54,6,F#3,50.0,voice,Stein,single
61.8,55,7,G3,51.5,voice,den,single
62.4,57,9,A3,52.0,voice,Na,begin
63.3,57,9,A3,52.75,voice,men,end
63.599999999999994,57,9,A3,53.0,voice,mei,begin
64.2,59,11,B3,53.5,voice,ner,end
64.8,62,2,D4,54.0,voice,Lieb,begin
65.7,60,0,C4,54.75,voice,,single
66.0,59,11,B3,55.0,voice,sten,end
66.89999999999999,59,11,B3,55.75,voice,und,single
67.2,59,11,B3,56.0,voice,Stund,single
67.8,52,4,E3,56.5,voice,,single
68.1,52,4,E3,56.75,voice,und,single
68.39999999999999,53,5,F3,57.0,voice,Tag,single
69.3,55,7,G3,57.75,voice,hin,begin
69.45,53,5,F3,57.875,voice,,single
69.6,52,4,E3,58.0,voice,ein:,end
71.39999999999999,52,4,E3,59.5,voice,den,single
72.0,54,6,F#3,60.0,voice,Tag,single
72.89999999999999,54,6,F#3,60.75,voice,des,single
73.2,54,6,F#3,61.0,voice,er,begin
74.1,50,2,D3,61.75,voice,sten,end
74.39999999999999,54,6,F#3,62.0,voice,Gru,begin
75.0,52,4,E3,62.5,voice,"ßes,",end
76.2,54,6,F#3,63.5,voice,den,single
76.8,55,7,G3,64.0,voice,"Tag,",single
77.7,55,7,G3,64.75,voice,an,single
78.0,55,7,G3,65.0,voice,dem,single
78.3,54,6,F#3,65.25,voice,,single
78.6,55,7,G3,65.5,voice,ich,single
78.89999999999999,57,9,A3,65.75,voice,,single
79.2,53,5,E#3,66.0,voice,,single
79.2,54,6,F#3,66.0,voice,ging,single
81.0,55,7,G3,67.5,voice,um,single
81.6,57,9,A3,68.0,voice,Nam,single
82.5,57,9,A3,68.75,voice,und,single
82.8,57,9,A3,69.0,voice,Zah,begin
83.39999999999999,59,11,B3,69.5,voice,len,end
84.0,62,2,D4,70.0,voice,win,begin
84.89999999999999,60,0,C4,70.75,voice,,single
85.2,59,11,B3,71.0,voice,det,end
85.8,62,2,D4,71.5,voice,sich,single
86.39999999999999,52,4,E3,72.0,voice,ein,single
86.7,54,6,F#3,72.25,voice,,single
87.0,55,7,G3,72.5,voice,zer,begin
87.3,57,9,A3,72.75,voice,,single
87.6,59,11,B3,73.0,voice,broch,middle
88.5,50,2,D3,73.75,voice,ner,end
88.8,57,9,A3,74.0,voice,Ring.,single
98.1,57,9,A3,81.75,voice,Mein,single
98.39999999999999,57,9,A3,82.0,voice,"Herz,",single
101.7,57,9,A3,84.75,voice,in,single
102.0,57,9,A3,85.0,voice,die,begin
102.89999999999999,62,2,D4,85.75,voice,sem,end
103.2,62,2,D4,86.0,voice,Ba,begin
103.8,61,1,C#4,86.5,voice,che,end
107.39999999999999,61,1,C#4,89.5,voice,er,begin
108.0,61,1,C#4,90.0,voice,kennst,end
108.3,64,4,E4,90.25,voice,,single
108.6,64,4,E4,90.5,voice,du,single
108.89999999999999,63,3,D#4,90.75,voice,,single
109.2,61,1,C#4,91.0,voice,nun,single
109.8,60,0,B#3,91.5,voice,dein,single
110.39999999999999,61,1,C#4,92.0,voice,Bild?,single
112.5,61,1,C#4,93.75,voice,Ob's,single
112.8,57,9,A3,94.0,voice,un,begin
113.7,59,11,B3,94.75,voice,ter,end
114.0,61,1,C#4,95.0,voice,sei,begin
114.89999999999999,62,2,D4,95.75,voice,ner,end
115.19999999999999,56,8,G#3,96.0,voice,Rin,begin
115.8,61,1,C#4,96.5,voice,de,end
117.0,61,1,C#4,97.5,voice,wohl,single
117.6,57,9,A3,98.0,voice,auch,single
118.5,59,11,B3,98.75,voice,so,single
118.8,61,1,C#4,99.0,voice,rei,begin
119.69999999999999,62,2,D4,99.75,voice,ßend,end
120.0,56,8,G#3,100.0,voice,"schwillt,",single
120.6,61,1,C#4,100.5,voice,,single
123.6,61,1,C#4,103.0,voice,ob's,single
124.5,61,1,C#4,103.75,voice,wohl,single
124.8,62,2,D4,104.0,voice,auch,single
125.1,65,5,F4,104.25,voice,,single
125.39999999999999,65,5,F4,104.5,voice,so,single
125.69999999999999,64,4,E4,104.75,voice,,single
126.0,62,2,D4,105.0,voice,rei,begin
126.6,61,1,C#4,105.5,voice,ßend,end
127.19999999999999,62,2,D4,106.0,voice,schwillt?,single
129.29999999999998,57,9,A3,107.75,voice,Mein,single
129.6,57,9,A3,108.0,voice,"Herz,",single
132.9,60,0,C4,110.75,voice,in,single
133.2,60,0,C4,111.0,voice,die,begin
134.1,62,2,D4,111.75,voice,sem,end
134.4,62,2,D4,112.0,voice,Ba,begin
135.0,60,0,C4,112.5,voice,che,end
138.6,59,11,B3,115.5,voice,er,begin
139.2,60,0,C4,116.0,voice,kennst,end
139.5,59,11,B3,116.25,voice,,single
139.79999999999998,60,0,C4,116.5,voice,du,single
140.1,64,4,E4,116.75,voice,,single
140.4,59,11,B3,117.0,voice,nun,single
141.0,59,11,B3,117.5,voice,dein,single
141.6,59,11,B3,118.0,voice,Bild?,single
146.1,57,9,A3,121.75,voice,Ob's,single
146.4,57,9,A3,122.0,voice,un,begin
147.29999999999998,57,9,A3,122.75,voice,ter,end
147.6,57,9,A3,123.0,voice,sei,begin
148.5,62,2,D4,123.75,voice,ner,end
148.79999999999998,62,2,D4,124.0,voice,,single
148.79999999999998,61,1,C#4,124.0,voice,Rin,begin
149.4,61,1,C#4,124.5,voice,de,end
150.9,60,0,C4,125.75,voice,wohl,single
151.2,60,0,C4,126.0,voice,auch,single
152.1,60,0,C4,126.75,voice,so,single
152.4,60,0,C4,127.0,voice,rei,begin
153.29999999999998,65,5,F4,127.75,voice,ßend,end
153.6,65,5,F4,128.0,voice,"schwillt,",single
154.2,64,4,E4,128.5,voice,,single
157.2,61,1,C#4,131.0,voice,ob's,single
158.1,61,1,C#4,131.75,voice,wohl,single
158.4,62,2,D4,132.0,voice,auch,single
158.7,65,5,F4,132.25,voice,,single
159.0,65,5,F4,132.5,voice,so,single
159.29999999999998,64,4,E4,132.75,voice,,single
159.6,62,2,D4,133.0,voice,rei,begin
160.2,61,1,C#4,133.5,voice,ßend,end
160.79999999999998,64,4,E4,134.0,voice,"schwillt,",single
162.0,61,1,C#4,135.0,voice,ob's,single
162.9,61,1,C#4,135.75,voice,wohl,single
163.2,62,2,D4,136.0,voice,auch,single
163.5,65,5,F4,136.25,voice,,single
163.5,57,9,A3,136.25,voice,,single
163.79999999999998,64,4,E4,136.5,voice,so,single
163.79999999999998,55,7,G3,136.5,voice,,single
164.1,67,7,G4,136.75,voice,,single
164.1,62,2,D4,136.75,voice,,single
