start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
11.71875,58,10,B-3,12.5,voice,Hie,single
12.1875,55,7,G3,13.0,voice,und,single
12.65625,58,10,B-3,13.5,voice,da,single
14.0625,55,7,G3,15.0,voice,ist,single
14.53125,52,4,E3,15.5,voice,an,single
15.0,56,8,G#3,16.0,voice,den,single
15.46875,57,9,A3,16.5,voice,Bäu,begin
16.875,55,7,G3,18.0,voice,men,end
17.34375,54,6,F#3,18.5,voice,man,begin
17.8125,52,4,E3,19.0,voice,ches,end
18.28125,50,2,D3,19.5,voice,bun,begin
18.75,52,4,E3,20.0,voice,te,end
19.21875,54,6,F#3,20.5,voice,Blatt,single
19.921875,52,4,E3,21.25,voice,zu,single
20.15625,50,2,D3,21.5,voice,"sehn,",single
22.96875,58,10,B-3,24.5,voice,und,single
23.4375,55,7,G3,25.0,voice,ich,single
23.90625,58,10,B-3,25.5,voice,blei,begin
25.3125,55,7,G3,27.0,voice,be,end
25.78125,52,4,E3,27.5,voice,vor,single
26.25,56,8,G#3,28.0,voice,den,single
26.71875,57,9,A3,28.5,voice,Bäum,begin
28.125,55,7,G3,30.0,voice,men,end
28.59375,54,6,F#3,30.5,voice,oft,begin
30.0,58,10,A#3,32.0,voice,mals,end
30.46875,59,11,B3,32.5,voice,in,single
30.9375,52,4,E3,33.0,voice,Ge,begin
31.40625,53,5,E#3,33.5,voice,dan,middle
33.28125,53,5,E#3,35.5,voice,ken,end
34.21875,54,6,F#3,36.5,voice,stehn.,single
38.90625,58,10,A#3,41.5,voice,Schau,begin
39.375,58,10,A#3,42.0,voice,e,end
39.84375,58,10,A#3,42.5,voice,nach,single
41.25,58,10,A#3,44.0,voice,dem,single
41.71875,58,10,A#3,44.5,voice,ei,begin
42.1875,58,10,A#3,45.0,voice,nen,end
42.65625,61,1,C#4,45.5,voice,Blat,begin
43.59375,58,10,A#3,46.5,voice,"te,",end
44.53125,58,10,A#3,47.5,voice,hän,begin
44.84375,59,11,B3,47.833333333333336,voice,,single
45.15625,61,1,C#4,48.166666666666664,voice,ge,end
45.46875,61,1,C#4,48.5,voice,mei,begin
46.875,59,11,B3,50.0,voice,ne,end
47.34375,56,8,G#3,50.5,voice,Hoff,begin
47.8125,61,1,C#4,51.0,voice,nung,end
48.28125,58,10,A#3,51.5,voice,dran;,single
50.15625,61,1,C#4,53.5,voice,spielt,single
50.625,61,1,C#4,54.0,voice,der,single
51.09375,64,4,E4,54.5,voice,Wind,single
52.5,64,4,E4,56.0,voice,mit,single
52.96875,64,4,E4,56.5,voice,mei,begin
53.4375,64,4,E4,57.0,voice,nem,end
53.90625,62,2,D4,57.5,voice,,single
53.90625,61,1,C#4,57.5,voice,Blat,begin
54.375,61,1,C#4,58.0,voice,te,end
55.78125,62,2,D4,59.5,voice,zittr,single
56.25,60,0,C4,60.0,voice,"ich,",single
56.71875,58,10,B-3,60.5,voice,was,single
58.125,57,9,A3,62.0,voice,ich,single
58.59375,56,8,G#3,62.5,voice,zit,begin
59.0625,62,2,D4,63.0,voice,tern,end
59.53125,61,1,C#4,63.5,voice,kann.,single
70.78125,57,9,A3,75.5,voice,"Ach,",single
71.25,57,9,A3,76.0,voice,und,single
71.71875,62,2,D4,76.5,voice,fällt,single
73.125,53,5,F3,78.0,voice,das,single
73.59375,55,7,G3,78.5,voice,Blatt,single
74.0625,57,9,A3,79.0,voice,zu,single
74.53125,58,10,B-3,79.5,voice,Bo,begin
75.0,46,10,B-2,80.0,voice,"den,",end
79.21875,45,9,A2,84.5,voice,fällt,single
79.921875,50,2,D3,85.25,voice,mit,single
80.15625,53,5,F3,85.5,voice,ihm,single
80.859375,57,9,A3,86.25,voice,die,single
81.09375,52,4,E3,86.5,voice,Hoff,begin
81.796875,57,9,A3,87.25,voice,nung,end
82.03125,53,5,F3,87.5,voice,"ab,",single
87.65625,62,2,D4,93.5,voice,fall,single
88.125,64,4,E4,94.0,voice,ich,single
88.59375,65,5,F4,94.5,voice,sel,begin
90.0,53,5,F3,96.0,voice,ber,end
90.46875,52,4,E3,96.5,voice,mit,single
90.9375,50,2,D3,97.0,voice,zu,single
91.40625,48,0,C3,97.5,voice,Bo,begin
91.875,46,10,B-2,98.0,voice,"den,",end
96.09375,57,9,A3,102.5,voice,"wein,",single
97.03125,62,2,D4,103.5,voice,,single
98.4375,61,1,C#4,105.0,voice,,single
98.90625,61,1,C#4,105.5,voice,wein,single
99.84375,59,11,B3,106.5,voice,,single
101.25,55,7,G3,108.0,voice,auf,single
101.71875,54,6,F#3,108.5,voice,mei,begin
103.125,57,9,A3,110.0,voice,ner,end
103.59375,52,4,E3,110.5,voice,Hoff,begin
103.90625,57,9,A3,110.83333333333333,voice,,single
104.21875,55,7,G3,111.16666666666667,voice,nung,end
104.53125,55,7,G3,111.5,voice,"Grab,",single
105.46875,54,6,F#3,112.5,voice,,single
107.34375,57,9,A3,114.5,voice,"wein,",single
108.28125,66,6,F#4,115.5,voice,,single
109.6875,62,2,D4,117.0,voice,,single
110.15625,58,10,A#3,117.5,voice,wein,single
111.09375,59,11,B3,118.5,voice,,single
112.5,55,7,G3,120.0,voice,auf,single
112.96875,54,6,F#3,120.5,voice,mei,begin
114.84375,57,9,A3,122.5,voice,ner,end
115.78125,52,4,E3,123.5,voice,Hoff,begin
116.71875,58,10,B-3,124.5,voice,,single
118.125,57,9,A3,126.0,voice,nung,end
118.59375,50,2,D3,126.5,voice,Grab.,single
