start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
10.4,55,7,G3,26.0,voice,Von,single
10.600000000000001,55,7,G3,26.5,voice,der,single
10.8,55,7,G3,27.0,voice,Stra,begin
11.200000000000001,55,7,G3,28.0,voice,ße,end
11.4,52,4,E3,28.5,voice,her,single
11.8,52,4,E3,29.5,voice,ein,single
12.0,55,7,G3,30.0,voice,Post,begin
12.4,55,7,G3,31.0,voice,horn,end
12.600000000000001,52,4,E3,31.5,voice,klingt.,single
14.200000000000001,52,4,E3,35.5,voice,Was,single
14.4,53,5,F3,36.0,voice,hat,single
14.8,48,0,C3,37.0,voice,"es,",single
15.0,48,0,C3,37.5,voice,daß,single
15.200000000000001,53,5,F3,38.0,voice,es,single
15.4,57,9,A3,38.5,voice,so,single
15.600000000000001,60,0,C4,39.0,voice,hoch,single
16.0,57,9,A3,40.0,voice,auf,begin
16.2,53,5,F3,40.5,voice,"springt,",end
16.6,53,5,F3,41.5,voice,mein,single
16.8,62,2,D4,42.0,voice,Herz?,single
21.400000000000002,60,0,C4,53.5,voice,was,single
21.6,60,0,C4,54.0,voice,hat,single
22.0,55,7,G3,55.0,voice,"es,",single
22.200000000000003,52,4,E3,55.5,voice,daß,single
22.400000000000002,48,0,C3,56.0,voice,es,single
22.6,52,4,E3,56.5,voice,so,single
22.8,57,9,A3,57.0,voice,hoch,single
23.200000000000003,55,7,G3,58.0,voice,auf,begin
23.400000000000002,55,7,G3,58.5,voice,"springt,",end
24.6,58,10,B-3,61.5,voice,mein,single
25.0,57,9,A3,62.5,voice,,single
25.200000000000003,57,9,A3,63.0,voice,"Herz,",single
26.8,55,7,G3,67.0,voice,,single
27.0,57,9,A3,67.5,voice,mein,single
27.400000000000002,59,11,B3,68.5,voice,,single
27.6,60,0,C4,69.0,voice,Herz?,single
32.2,51,3,E-3,80.5,voice,Die,single
32.4,51,3,E-3,81.0,voice,Post,single
33.4,51,3,E-3,83.5,voice,bringt,single
33.6,51,3,E-3,84.0,voice,kei,begin
34.0,51,3,E-3,85.0,voice,nen,end
34.2,51,3,E-3,85.5,voice,Brief,single
34.4,53,5,F3,86.0,voice,,single
34.6,55,7,G3,86.5,voice,für,single
34.800000000000004,53,5,F3,87.0,voice,dich.,single
35.800000000000004,53,5,F3,89.5,voice,Was,single
36.0,53,5,F3,90.0,voice,drängst,single
36.800000000000004,54,6,G-3,92.0,voice,,single
37.0,53,5,F3,92.5,voice,du,single
37.2,53,5,F3,93.0,voice,denn,single
37.6,53,5,F3,94.0,voice,so,single
37.800000000000004,53,5,F3,94.5,voice,wun,begin
38.0,58,10,B-3,95.0,voice,,single
38.2,56,8,A-3,95.5,voice,der,middle
38.400000000000006,55,7,G3,96.0,voice,"lich,",end
39.400000000000006,58,10,B-3,98.5,voice,mein,single
39.6,60,0,C4,99.0,voice,"Herz,",single
40.6,57,9,A3,101.5,voice,mein,single
40.800000000000004,58,10,B-3,102.0,voice,Herz?,single
44.2,55,7,G3,110.5,voice,Die,single
44.400000000000006,55,7,G3,111.0,voice,Post,single
44.800000000000004,56,8,A-3,112.0,voice,bringt,single
45.0,55,7,G3,112.5,voice,kei,begin
45.400000000000006,56,8,A-3,113.5,voice,nen,end
45.6,55,7,G3,114.0,voice,Brief,single
46.0,60,0,C4,115.0,voice,für,single
46.2,55,7,G3,115.5,voice,"dich,",single
46.6,60,0,C4,116.5,voice,mein,single
46.800000000000004,59,11,B3,117.0,voice,,single
46.800000000000004,62,2,D4,117.0,voice,Herz,single
47.6,60,0,C4,119.0,voice,,single
47.800000000000004,59,11,B3,119.5,voice,mein,single
48.0,60,0,C4,120.0,voice,"Herz,",single
48.6,55,7,G3,121.5,voice,,single
49.0,55,7,G3,122.5,voice,was,single
49.2,55,7,G3,123.0,voice,drängst,single
49.6,57,9,A3,124.0,voice,du,single
49.800000000000004,55,7,G3,124.5,voice,denn,single
50.2,57,9,A3,125.5,voice,so,single
50.400000000000006,55,7,G3,126.0,voice,wun,begin
50.800000000000004,60,0,C4,127.0,voice,der,middle
51.0,55,7,G3,127.5,voice,"lich,",end
51.400000000000006,60,0,C4,128.5,voice,mein,single
51.6,62,2,D4,129.0,voice,"Herz,",single
52.800000000000004,65,5,F4,132.0,voice,,single
53.800000000000004,59,11,B3,134.5,voice,mein,single
54.0,60,0,C4,135.0,voice,Herz?,single
64.60000000000001,55,7,G3,161.5,voice,Nun,single
64.8,55,7,G3,162.0,voice,"ja,",single
65.2,55,7,G3,163.0,voice,die,single
65.4,52,4,E3,163.5,voice,Post,single
65.8,52,4,E3,164.5,voice,kommt,single
66.0,55,7,G3,165.0,voice,aus,single
66.4,55,7,G3,166.0,voice,der,single
66.60000000000001,52,4,E3,166.5,voice,"Stadt,",single
68.2,52,4,E3,170.5,voice,wo,single
68.4,53,5,F3,171.0,voice,ich,single
68.8,48,0,C3,172.0,voice,ein,single
69.0,48,0,C3,172.5,voice,lie,begin
69.2,53,5,F3,173.0,voice,,single
69.4,57,9,A3,173.5,voice,bes,end
69.60000000000001,60,0,C4,174.0,voice,Lieb,begin
70.0,57,9,A3,175.0,voice,chen,end
70.2,53,5,F3,175.5,voice,"hatt,",single
70.60000000000001,53,5,F3,176.5,voice,mein,single
70.8,62,2,D4,177.0,voice,Herz!,single
75.4,60,0,C4,188.5,voice,wo,single
75.60000000000001,60,0,C4,189.0,voice,ich,single
76.0,55,7,G3,190.0,voice,ein,single
76.2,52,4,E3,190.5,voice,lie,begin
76.4,48,0,C3,191.0,voice,,single
76.60000000000001,52,4,E3,191.5,voice,bes,end
76.80000000000001,57,9,A3,192.0,voice,Lieb,begin
77.2,55,7,G3,193.0,voice,chen,end
77.4,55,7,G3,193.5,voice,"hatt,",single
78.60000000000001,58,10,B-3,196.5,voice,mein,single
79.0,57,9,A3,197.5,voice,,single
79.2,57,9,A3,198.0,voice,"Herz,",single
80.80000000000001,55,7,G3,202.0,voice,,single
81.0,57,9,A3,202.5,voice,mein,single
81.4,59,11,B3,203.5,voice,,single
81.60000000000001,60,0,C4,204.0,voice,Herz!,single
86.2,51,3,E-3,215.5,voice,Willst,single
86.4,51,3,E-3,216.0,voice,wohl,single
87.4,51,3,E-3,218.5,voice,ein,begin
87.60000000000001,51,3,E-3,219.0,voice,mal,end
88.0,51,3,E-3,220.0,voice,hin,begin
88.2,51,3,E-3,220.5,voice,ü,middle
88.4,53,5,F3,221.0,voice,,single
88.60000000000001,55,7,G3,221.5,voice,ber,middle
88.80000000000001,53,5,F3,222.0,voice,sehn,end
89.80000000000001,53,5,F3,224.5,voice,und,single
90.0,53,5,F3,225.0,voice,fra,begin
90.80000000000001,54,6,G-3,227.0,voice,,single
91.0,53,5,F3,227.5,voice,"gen,",end
91.2,53,5,F3,228.0,voice,wie,single
91.60000000000001,53,5,F3,229.0,voice,es,single
91.80000000000001,53,5,F3,229.5,voice,dort,single
92.0,58,10,B-3,230.0,voice,,single
